[0.09241347444102524, -0.24735931720897963]
[-0.038750545374538245, 0.29486324669916525]
[0.3505337548378043, -1.3144098729195617]
[-0.3001644340995538, 1.3755293408383258]
[0.03102314344540111, 0.006423867527382207]
[-0.3210138916374001, 1.461719489159196]
[0.4333660692709291, -1.6568326651573249]
[-0.26994433079165125, 1.2506016211769342]
[0.33445941318935224, -1.2479597080495388]
[0.046480979680153744, -0.05747770858675019]
[0.29980031213442204, -1.1046814930086954]
[0.34242553865938824, -1.280891094132785]
[0.2739336091763946, -0.9977504152826999]
[-0.32767041931378427, 1.4892370927557452]
[-0.13443063855767323, 0.6903978263322131]
[0.4135264737660757, -1.5748172133842795]
[-0.3845955006515191, 1.724561258613338]
[0.10407011898369158, -0.29554704200864657]
[-0.03926057814434322, 0.2969716852519765]
[-0.15001769544984117, 0.754833591290757]
[0.07767548121234878, -0.1864335199777666]
[0.215870027407505, -0.7577197710504787]
[-0.3811814718716339, 1.7104479107540047]
[-0.29359344539008786, 1.3483653491394731]
[0.14659184371554343, -0.4713287742117435]
[0.08868437190890308, -0.23194347726379594]
[-0.023990090790021193, 0.23384459584872141]
[0.4230563861032336, -1.6142131811850504]
[0.2239474899016456, -0.7911114163324959]
[0.12215449118013359, -0.3703065276725682]
[0.1609087060725256, -0.5305136469019732]
[-0.2905174507014411, 1.33564940974549]
[-0.1461420067125197, 0.7388117745835884]
[0.229561967362087, -0.8143212597627733]
[-0.1236458834582045, 0.64581442938099]
[-0.25812778170605943, 1.20175286257114]
[0.22283645383557427, -0.786518473655177]
[-0.07845933339819289, 0.45901650215860385]
[0.030314911842172144, 0.009351645711396208]
[0.13211815750051337, -0.4114956030436823]
[0.11000368933913236, -0.32007599237003753]
[0.03511151675622427, -0.010477171811952884]
[0.024182828167105996, 0.03470123576718312]
[0.17634873562272008, -0.5943416114710386]
[-0.2343177365092035, 1.103323859163331]
[-0.13004472703984632, 0.6722667855817512]
[0.44708166678400196, -1.7135319525040222]
[-0.17521366911992575, 0.8589919226896113]
[0.1269813035030184, -0.39026022043753694]
[-0.06069238075622872, 0.38556920595720073]
[0.30179673646332983, -1.1129345666777635]
[-0.08549317906273894, 0.4880939110069091]
[-0.08845342054277419, 0.5003313350150249]
[-0.1269426109768736, 0.6594428623170411]
[0.08898064030561206, -0.23316822937107645]
[-0.3360547796915977, 1.5238974316747602]
[0.2596555831029963, -0.93872608897773]
[0.40983241553833083, -1.5595462440567893]
[0.3754202503013381, -1.4172888438134117]
[-0.07412428771293506, 0.44109573707817484]
[0.16987667323036537, -0.5675865740065672]
[0.19067768692012688, -0.653576458965953]
[-0.13689259042575486, 0.7005753571520735]
[-0.1513725910450937, 0.7604346316104935]
[0.009363560071181134, 0.09596301741670454]
[0.19300156907176735, -0.6631832195719082]
[0.024598652342457183, 0.032982248724768945]
[0.05045716066771181, -0.07391495298249363]
[0.37160344264666956, -1.4015104372399572]
[0.4483774748407667, -1.7188887292165673]
[0.0040479872664826895, 0.11793721063567453]
[-0.37133745008077046, 1.6697534372077139]
[0.09369987457112428, -0.25267720223366]
[0.13792396239999827, -0.4354963802581639]
[0.24641351332848505, -0.8839843310270175]
[-0.1328753129818736, 0.6839682229805635]
[-0.3251644331979551, 1.4788775275430155]
[0.33369714838026804, -1.24480856050359]
[0.40846542933436275, -1.553895222035774]
[0.1438790581571689, -0.4601143150722387]
[0.34330543300772254, -1.284528513679647]
[0.2397542549182779, -0.8564554387745024]
[0.2129392890546079, -0.7456043108344351]
[0.08389196573954015, -0.21213201704707538]
[0.34295652114717884, -1.283086137303351]
[0.06297440309990406, -0.1256603271650388]
[0.01306469877999229, 0.08066277789299073]
[-0.33672739710748345, 1.5266779833861495]
[0.3928103908512371, -1.489178426100904]
[0.1905782844579349, -0.6531655363822726]
[-0.04401854533859838, 0.3166407772383884]
[0.3094510996060178, -1.1445771498659605]
[-0.06692347004134185, 0.4113280780386258]
[0.2205991666508738, -0.777269690374572]
[0.25357408669330467, -0.913585623015357]
[-0.18525614976007376, 0.900506810753852]
[0.12008001554544526, -0.3617307955549695]
[0.3883821992386488, -1.470872602499047]
[0.3200514029684178, -1.1883980366872613]
[-0.0012702628449735576, 0.1399224716469905]
[0.030079151943773197, -1.5618717224659233]
[-0.14438811569876414, -1.0748664005223014]
[-0.5671942118479365, 0.45680289164492793]
[-0.4970557890035842, -0.029115544269240984]
[-0.8648788779754846, 1.3176345217632202]
[-0.410575416956752, -0.710323157443838]
[-0.6527099106950782, 0.16614491469704684]
[-0.28572374477535545, -1.4488021270685465]
[-0.17391239660038066, -1.9812516264358249]
[-0.25706333935669307, -1.6794161011631559]
[-0.1655503344044038, -2.07088497178634]
[-0.804490784362655, 0.5861630869415013]
[-0.8145961371919659, 0.6723705759427636]
[-0.20235982108393907, -1.785863099420055]
[-0.9289736085261617, 1.3181604281970283]
[-0.8712475367587242, 1.2063258229546991]
[-0.21105445250740829, -1.3707846828847998]
[-0.5031626283781072, 0.01260887899586871]
[-0.3127293751574732, -0.5767862410084053]
[-0.39609505059405564, -0.014290523454571075]
[-0.48735807993135394, 0.598701302761661]
[-0.09032476832826233, -0.7913947880140217]
[-0.4340084455027309, 0.8935633338524115]
[0.05880169082570966, -0.8691393713314219]
[0.2265988165936999, -1.280660866132868]
[-0.28723539583206376, 1.1304141564825165]
[0.0127596690030541, 0.17909293214686825]
[0.19405884603745338, -0.28251896591163955]
[-0.18123888517302428, 1.5529533246665412]
[-0.08769618500018289, 1.4435882454939992]
[0.5967490032907139, -1.117980937167136]
[0.5914623077125984, -0.8403809705972124]
[0.13057416132653005, 1.3059545609306322]
[0.8516232779513996, -1.4508494207995477]
[0.4441006494610911, 0.4384463398332811]
[0.9281332386945553, -1.3792613617155571]
[0.5394079334617109, 0.3877392212441725]
[0.6307289215312665, 0.14545444625922654]
[0.6881532652837535, 0.017136047598584836]
[0.8985438844594936, -0.7707835475043163]
[0.5297528239117136, 0.8075247943088002]
[0.2552407521083585, 1.9674863363854673]
[0.6709465431180595, 0.2452816334359047]
[0.7990104047233482, -0.3166506740244004]
[0.3047093955134872, 1.6657348104132077]
[0.23180871299935024, 1.8781979935744777]
[0.8889987428897161, -0.9544765462039573]
[0.9664976345992948, -1.4165874244291676]
[0.48627258956737746, 0.40247071814926816]
[0.4543477833227093, 0.34552694882047424]
[0.15686217374454864, 1.3655187567812572]
[0.3828594878608652, 0.20269266164113692]
[0.6986622087468816, -1.3478760809366712]
[0.29132344052402376, 0.07692474331553521]
[0.5356749097751838, -1.2037707861489861]
[0.5084057675859842, -1.3703590632015303]
[0.4807774737052801, -1.541424485294696]
[0.30892287826098735, -1.119380256992959]
[-0.17581240706429757, 0.595860155191965]
[-0.35315141243733955, 1.0430004526502143]
[-0.5423697586426209, 1.54476022255117]
[0.046656537204890575, -1.1623736735994668]
[-0.0716064749786316, -0.9345922620012617]
[-0.5280682627864489, 0.704919830175293]
[-0.6823158337627202, 1.1112142643978655]
[-0.4968745412421926, 0.1316851751564563]
[-0.145349623638252, -1.5138684396918292]
[-0.5413306280067828, -0.04681137281350009]
[-0.5795029394812675, -0.03473665431047285]
[-0.8865713928352534, 1.1145641947217884]
[-0.8853511494540167, 1.0162508082868593]
[-0.4808685167231718, -0.7213592715246251]
[-0.4996649031710398, -0.6807491533601975]
[-0.8432327132129915, 0.7312285117069153]
[-0.34265366327399266, -1.3175668523973578]
[-0.6665707297677886, 0.07070858723679246]
[-0.40195322571880665, -0.9458035975834322]
[-0.34352874421334345, -1.0825303910576756]
[-0.3424013144203109, -0.9560440439395969]
[-0.12212077501102941, -1.7104798910203216]
[-0.08703866823941547, -1.6758385031400946]
[-0.402774045875227, -0.16925789428397495]
[-0.6961579908656068, 1.2645967867061434]
[-0.378668332900745, 0.19060906100083003]
[0.020070105589578308, -1.2041733197923734]
[-0.16042429097326583, -0.19190078654523623]
[-0.2466790202837671, 0.44068108330426103]
[-0.434011805275734, 1.498243807438413]
[-0.30539285508515623, 1.2539873494073208]
[-0.35715887585601386, 1.7568596710598428]
[0.30328328658032144, -0.6859410655061535]
[0.35029526593354565, -0.5971936065863932]
[0.601278341337131, -1.35880423186214]
[-0.11782840179684423, 1.8799528441207598]
[0.5622911670393362, -0.6781617669925178]
[0.12576205809716612, 1.3647646433344054]
[0.3791724266393185, 0.5380459258713275]
[0.7111253906651671, -0.633054237901833]
[0.6249566410189243, -0.09737156161783445]
[0.2864500923892867, 1.4579620733307137]
[0.8957942219022728, -0.9301040458960499]
[0.42310910547065705, 1.1284986651959832]
[0.6931234499440393, 0.08942911580484025]
[0.29408222679416784, 1.7880095478292126]
[1.0464626378532713, -1.301970341022297]
[0.31676462817957635, 1.7059851629162712]
[0.9737299447709331, -1.0472091139258795]
[0.4206981038942115, 1.1732264758248847]
[1.0132717145227557, -1.3699417160834435]
[0.5934346799987376, 0.24530298961485852]
[0.4964501909774365, 0.500281522376321]
[0.3792864746502769, 0.8145206688343422]
[0.4158546965637909, 0.470783913458648]
[0.38861016395987613, 0.37030932917717563]
[0.1877396620172773, 0.9691860373273173]
[0.6625094377633907, -1.2410780096077179]
[0.08910649788683567, 0.8681092673808972]
[0.14653248378006134, 0.35848662711430396]
[-0.15357351320189014, 1.3185865355768993]
[-0.31800560799330047, 1.712334392240525]
[0.42677864874013677, -1.6551806546795742]
[0.21699623117729017, -1.0763305782005708]
[-0.4657303917879597, 1.4607735466225784]
[-0.5048363654014161, 1.3431834372199383]
[-0.49906556499604016, 1.048853122921696]
[0.06284309487841494, -1.5330312278216036]
[-0.045627418127851926, -1.3295491932591976]
[-0.03424133795105444, -1.6050309991110638]
[-0.8167278171433093, 1.42009575600757]
[-0.5676064940052739, 0.20152180097579836]
[-0.1424558653467501, -1.7219676153060246]
[-0.24236227874768396, -1.450474186009061]
[-0.42710139325224056, -0.8024395263619604]
[-0.6067645186627879, -0.14838398266864491]
[-0.1991175122209236, -1.8943355078522823]
[-0.6426803408635722, -0.09294950575543126]
[-0.6930045644121762, 0.11163668591504039]
[-0.8011053117098739, 0.5839214404059913]
[-0.4304016074711132, -0.8945359841866837]
[-0.3808279851523876, -1.0174037266678932]
[-0.7370485034800467, 0.564493326938172]
[-0.3778980320405303, -0.7847524810695939]
[-0.6038473757327333, 0.30955759111753967]
[-0.762737634341373, 1.14984467163401]
[-0.6877749178909696, 1.0447619580036456]
[0.05390222252035004, -1.7971548189813933]
[-0.09331167587752534, -0.9473846364952221]
[0.1010744940079635, -1.4950986414612388]
[-0.4965429584731106, 1.2433822579221823]
[-0.5228322489126758, 1.6294656428730827]
[-0.3593300302632205, 1.2376246773630355]
[0.3599150896691946, -1.4477954926720944]
[-0.1817556660680898, 1.080264549285435]
[-0.18971973161612038, 1.400079098329937]
[0.12096204215155147, 0.3978276184638182]
[0.08151309463487771, 0.83536550840833]
[0.024859085426407412, 1.3336598879059678]
[0.4366017270677949, -0.11737028155319981]
[0.40681328169292974, 0.2413416559085062]
[0.07152931995324968, 1.8450807736570085]
[0.27125333069298835, 1.2170913054154737]
[0.478989491452984, 0.5339609310568284]
[0.31576149259762853, 1.3605953876434247]
[0.511199094829508, 0.6792407048728454]
[0.30350718960443823, 1.637838072874447]
[0.2704022517753843, 1.8471500938214545]
[0.8544273429674017, -0.5229881989920514]
[0.9176929146664827, -0.7690651991288102]
[0.8694523943364203, -0.5830594070083086]
[0.24759315490648975, 1.9455033872079939]
[0.7810461406205034, -0.33023096355265763]
[0.28519564369348704, 1.6214849443335746]
[0.286187632444121, 1.4926542688188762]
[0.6045262713674879, 0.026546061071667126]
[0.4950315268061727, 0.305180584658184]
[0.7033718604093213, -0.7522429687039403]
[0.05211625844745271, 1.7236499489012735]
[0.013358334038951702, 1.6494925986837319]
[0.0363168488254782, 1.304516598498076]
[0.4143925326444542, -0.5216768432387109]
[0.2067206349904695, 0.06300941594818274]
[0.3058264297102572, -0.6283236402978102]
[-0.2307404231736033, 1.3031594989170743]
[-0.2977619733888579, 1.2914318918649912]
[-0.19480930363631188, 0.5777842033236612]
[0.0843258671458345, -0.8605700628129779]
[-0.28305887755068826, 0.38020326114563247]
[-0.4905198796378848, 0.9691018358045205]
[-0.09407851792098279, -0.9265647592304672]
[-0.6026872215686043, 0.9336695238019269]
